name,name_conventioned,movie_name,movie_url,movie_url_extension,movie_name_conventioned,_merge,name_error,error,name_conventioned_error
Kill Your Darlings,Kill Your Darlings,Kill Your Darlings,https://www.dailyscript.com/scripts/Kill_Your_Darlings.pdf,pdf,Kill Your Darlings,both,,,
Killers of the Flower Moon,Killers Of The Flower Moon,,,,,left_only,,,
Killing Zoe,Killing Zoe,,,,,left_only,,,
King Kong,King Kong,King Kong,https://www.dailyscript.com/scripts/King_Kong__2005_.pdf,pdf,King Kong,both,,,
Kiss of the Spider Woman,Kiss Of The Spider Woman,Kiss of the Spider Woman,https://www.dailyscript.com/scripts/KissOfTheSpiderWoman.pdf,pdf,Kiss Of The Spider Woman,both,Kiss of the Spider Woman,HTML len = 0 : no content scrapped,Kiss Of The Spider Woman
Klute,Klute,Klute,https://www.dailyscript.com/scripts/klute.html,html,Klute,both,,,
Knocked Up,Knocked Up,Knocked Up,https://www.dailyscript.com/scripts/knockedup.pdf,pdf,Knocked Up,both,,,
Kramer vs Kramer,Kramer Vs Kramer,Kramer Vs. Kramer,https://www.dailyscript.com/scripts/Kramer%20vs%20Kramer.txt,txt,Kramer Vs Kramer,both,,,
Kundun,Kundun,Kundun,https://www.dailyscript.com/scripts/kundun.html,html,Kundun,both,,,
Kung Fu Panda,Kung Fu Panda,,,,,left_only,,,
L.A. Confidential,La Confidential,L.A. Confidential,https://www.dailyscript.com/scripts/ellay-confidential_early.html,html,La Confidential,both,,,
La La Land,La La Land,,,,,left_only,,,
Labor of Love,Labor Of Love,,,,,left_only,,,
Labyrinth,Labyrinth,,,,,left_only,,,
Lake Placid,Lake Placid,Lake Placid,https://www.dailyscript.com/scripts/lake-placid.html,html,Lake Placid,both,,,
Land of the Dead,Land Of The Dead,Land of the Dead,https://www.dailyscript.com/scripts/land-of-the-dead.pdf,pdf,Land Of The Dead,both,,,
Larry Crowne,Larry Crowne,,,,,left_only,,,
Last Chance Harvey,Last Chance Harvey,,,,,left_only,,,
Last Tango in Paris,Last Tango In Paris,,,,,left_only,,,
Law Abiding Citizen,Law Abiding Citizen,,,,,left_only,,,
Le Diable par la Queue,Le Diable Par La Queue,,,,,left_only,,,
Leaving Las Vegas,Leaving Las Vegas,Leaving Las Vegas,https://www.dailyscript.com/scripts/leavinglasvegas.html,html,Leaving Las Vegas,both,,,
Legally Blonde,Legally Blonde,Legally Blonde,https://www.dailyscript.com/scripts/legallblonde-shooting.pdf,pdf,Legally Blonde,both,,,
Legend,Legend,,,,,left_only,,,
Legion,Legion,,,,,left_only,,,
Leprechaun 2,Leprechaun 2,,,,,left_only,,,
Les Miserables,Les Miserables,,,,,left_only,,,
Les Tontons Flingueurs,Les Tontons Flingueurs,,,,,left_only,,,
Lethal Weapon,Lethal Weapon,Lethal Weapon,https://www.dailyscript.com/scripts/lethalweapon.html,html,Lethal Weapon,both,Lethal Weapon,"Webstatus : 404
",Lethal Weapon
Lethal Weapon 4,Lethal Weapon 4,Lethal Weapon 4,https://www.dailyscript.com/scripts/Lethal_Weapon_4.pdf,pdf,Lethal Weapon 4,both,Lethal Weapon 4,"Webstatus : 404
",Lethal Weapon 4
Leviathan,Leviathan,Leviathan,https://www.dailyscript.com/scripts/leviathan_shooting.html,html,Leviathan,both,,,
Liar Liar,Liar Liar,"Liar, Liar",https://www.dailyscript.com/scripts/liarliar.pdf,pdf,Liar Liar,both,,,
Life,Life,Life,https://www.dailyscript.com/scripts/Life.txt,txt,Life,both,,,
Life As A House,Life As A House,Life As A House,https://www.dailyscript.com/scripts/LifeAsAHouse.html,html,Life As A House,both,,,
Life of Pi,Life Of Pi,,,,,left_only,,,
Light Sleeper,Light Sleeper,Light Sleeper,https://www.dailyscript.com/scripts/Light%20Sleeper.txt,txt,Light Sleeper,both,,,
Limitless,Limitless,,,,,left_only,,,
Lincoln,Lincoln,,,,,left_only,,,
Little Athens,Little Athens,,,,,left_only,,,
Little Men,Little Men,,,,,left_only,,,
Little Nicky,Little Nicky,Little Nicky,https://www.dailyscript.com/scripts/littlenicky.html,html,Little Nicky,both,,,
Living in Oblivion,Living In Oblivion,Living in Oblivion,https://www.dailyscript.com/scripts/Living%20In%20Oblivion.txt,txt,Living In Oblivion,both,,,
"Lock, Stock and Two Smoking Barrels",Lock Stock And Two Smoking Barrels,,,,,left_only,,,
Logan,Logan,,,,,left_only,,,
Logan's Run,Logans Run,Logan's Run,https://www.dailyscript.com/scripts/logans_run.html,html,Logans Run,both,,,
Lone Star,Lone Star,Lone Star,https://www.dailyscript.com/scripts/Lone%20Star.txt,txt,Lone Star,both,,,
Looper,Looper,,,,,left_only,,,
Lord of Illusions,Lord Of Illusions,Lord of Illusions,https://www.dailyscript.com/scripts/lordofillusions.html,html,Lord Of Illusions,both,,,
Lord of the Rings: Return of the King,Lord Of The Rings Return Of The King,,,,,left_only,,,
Lord of the Rings: The Two Towers,Lord Of The Rings The Two Towers,,,,,left_only,,,
Lord of War,Lord Of War,,,,,left_only,,,
Lost Highway,Lost Highway,Lost Highway,https://www.dailyscript.com/scripts/Lost+Highway.txt,txt,Lost Highway,both,,,
Lost Horizon,Lost Horizon,Lost Horizon,https://www.dailyscript.com/scripts/Lost_Horizon.html,html,Lost Horizon,both,,,
Lost in Space,Lost In Space,,,,,left_only,,,
Lost in Translation,Lost In Translation,Lost in Translation,https://www.dailyscript.com/scripts/lost_in_translation.pdf,pdf,Lost In Translation,both,,,
Love and Basketball,Love And Basketball,Love and Basketball,https://www.dailyscript.com/scripts/love_and_basketball.html,html,Love And Basketball,both,,,
Machete,Machete,,,,,left_only,,,
Machine Gun Preacher,Machine Gun Preacher,,,,,left_only,,,
Mad Max 2: The Road Warrior,Mad Max 2 The Road Warrior,,,,,left_only,,,
Made,Made,Made,https://www.dailyscript.com/scripts/Made.htm,htm,Made,both,,,
Maestro,Maestro,,,,,left_only,,,
Magnolia,Magnolia,Magnolia,https://www.dailyscript.com/scripts/magnolia.html,html,Magnolia,both,,,
Major League,Major League,Major League,https://www.dailyscript.com/scripts/Major%20League.txt,txt,Major League,both,,,
Malcolm X,Malcolm X,Malcolm X,https://www.dailyscript.com/scripts/Malcolm+X.txt,txt,Malcolm X,both,,,
Malibu's Most Wanted,Malibus Most Wanted,Malibu's Most Wanted,https://www.dailyscript.com/scripts/MalibusMostWanted.pdf,pdf,Malibus Most Wanted,both,,,
Malignant,Malignant,,,,,left_only,,,
Man in the Iron Mask,Man In The Iron Mask,Man in the Iron Mask,https://www.dailyscript.com/scripts/man_in_iron_mask_95.html,html,Man In The Iron Mask,both,,,
Man On Fire,Man On Fire,Man on Fire,https://www.dailyscript.com/scripts/manonfire.pdf,pdf,Man On Fire,both,,,
Man On Fire,Man On Fire,Man On Fire,https://www.dailyscript.com/scripts/Man+On+Fire.txt,txt,Man On Fire,both,,,
Man on the Moon,Man On The Moon,,,,,left_only,,,
Man Trouble,Man Trouble,Man Trouble,https://www.dailyscript.com/scripts/Man_Trouble.pdf,pdf,Man Trouble,both,,,
Manhattan Murder Mystery,Manhattan Murder Mystery,,,,,left_only,,,
Manhunter,Manhunter,Manhunter,https://www.dailyscript.com/scripts/Manhunter.txt,txt,Manhunter,both,,,
Margaret,Margaret,,,,,left_only,,,
Margin Call,Margin Call,,,,,left_only,,,
Margot at the Wedding,Margot At The Wedding,,,,,left_only,,,
"Mariachi, El",Mariachi El,,,,,left_only,,,
Marley & Me,Marley & Me,,,,,left_only,Marley & Me,HTML len = 0 : no content scrapped,Marley & Me
Martha Marcy May Marlene,Martha Marcy May Marlene,,,,,left_only,,,
Marty,Marty,Marty,https://www.dailyscript.com/scripts/Marty.txt,txt,Marty,both,,,
Mary Poppins,Mary Poppins,,,,,left_only,,,
Master and Commander,Master And Commander,,,,,left_only,,,
Matchstick Men,Matchstick Men,Matchstick Men,https://www.dailyscript.com/scripts/MATCHSTICK_MEN.pdf,pdf,Matchstick Men,both,Matchstick Men,"Webstatus : 404
",Matchstick Men
Max Payne,Max Payne,,,,,left_only,,,
May December,May December,,,,,left_only,,,
Mean Streets,Mean Streets,,,,,left_only,,,
Meet Joe Black,Meet Joe Black,,,,,left_only,,,
Meet John Doe,Meet John Doe,Meet John Doe,https://www.dailyscript.com/scripts/Meet_John_Doe.html,html,Meet John Doe,both,,,
Megamind,Megamind,,,,,left_only,,,
Memento,Memento,Memento,https://www.dailyscript.com/scripts/memento.html,html,Memento,both,,,
Memory,Memory,,,,,left_only,,,
Men in Black,Men In Black,Men In Black,https://www.dailyscript.com/scripts/Men+In+Black.txt,txt,Men In Black,both,,,
Men in Black 3,Men In Black 3,Men In Black 3,https://www.dailyscript.com/scripts/Men_In_Black_3.pdf,pdf,Men In Black 3,both,,,
Metro,Metro,Metro,https://www.dailyscript.com/scripts/Metro.txt,txt,Metro,both,,,
Miami Vice,Miami Vice,Miami Vice,https://www.dailyscript.com/scripts/miamivice.html,html,Miami Vice,both,,,
Midnight Cowboy,Midnight Cowboy,Midnight Cowboy,https://www.dailyscript.com/scripts/Midnight%20Cowboy.txt,txt,Midnight Cowboy,both,,,
Midnight Express,Midnight Express,Midnight Express,https://www.dailyscript.com/scripts/Expressfinal.PDF,pdf,Midnight Express,both,,,
Midnight in Paris,Midnight In Paris,,,,,left_only,,,
Mighty Joe Young,Mighty Joe Young,Mighty Joe Young,https://www.dailyscript.com/scripts/mighty_joe_young.pdf,pdf,Mighty Joe Young,both,,,
Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers The Movie,,,,,left_only,,,
Milk,Milk,,,,,left_only,,,
Miller's Crossing,Millers Crossing,Miller's Crossing,https://www.dailyscript.com/scripts/Miller's%20Crossing.txt,txt,Millers Crossing,both,,,
Miller's Girl,Millers Girl,,,,,left_only,,,
Mimic,Mimic,Mimic,https://www.dailyscript.com/scripts/mimic_production.html,html,Mimic,both,,,
Mini's First Time,Minis First Time,Mini's First Time,https://www.dailyscript.com/scripts/Mini's-First-Time.pdf,pdf,Minis First Time,both,,,
Minority Report,Minority Report,Minority Report,https://www.dailyscript.com/scripts/Minority%20Report.txt,txt,Minority Report,both,,,
Mirrors,Mirrors,,,,,left_only,,,
Misery,Misery,Misery,https://www.dailyscript.com/scripts/misery.html,html,Misery,both,,,
Mission Impossible,Mission Impossible,Mission Impossible,https://www.dailyscript.com/scripts/mission-impossible_shoot.html,html,Mission Impossible,both,,,
Mission Impossible II,Mission Impossible 2,Mission Impossible II,https://www.dailyscript.com/scripts/mission-impossible-2_shoot.html,html,Mission Impossible 2,both,,,
Mission to Mars,Mission To Mars,Mission to Mars,https://www.dailyscript.com/scripts/Mission%20To%20Mars.txt,txt,Mission To Mars,both,,,
Moneyball,Moneyball,,,,,left_only,,,
Monkeybone,Monkeybone,Monkeybone,https://www.dailyscript.com/scripts/MonkeyBone_script.htm,htm,Monkeybone,both,,,
Monster's Ball,Monsters Ball,Monster's Ball,https://www.dailyscript.com/scripts/monstersball.pdf,pdf,Monsters Ball,both,Monster's Ball,HTML len = 0 : no content scrapped,Monsters Ball
Monte Carlo,Monte Carlo,,,,,left_only,,,
Moon,Moon,,,,,left_only,,,
Moonrise Kingdom,Moonrise Kingdom,,,,,left_only,,,
Moonstruck,Moonstruck,Moonstruck,https://www.dailyscript.com/scripts/Moonstruck.txt,txt,Moonstruck,both,,,
Mr Blandings Builds His Dream House,Mr Blandings Builds His Dream House,Mr. Blandings Builds His Dream House,https://www.dailyscript.com/scripts/Mr.%20Blandings%20Builds%20His%20Dream%20House.txt,txt,Mr Blandings Builds His Dream House,both,,,
Mr Brooks,Mr Brooks,,,,,left_only,,,
Mr Deeds Goes to Town,Mr Deeds Goes To Town,Mr. Deeds Goes to Town,https://www.dailyscript.com/scripts/Mr._Deeds_Goes_to_Town.html,html,Mr Deeds Goes To Town,both,,,
Mr. Holland's Opus,Mr Hollands Opus,Mr. Holland's Opus,https://www.dailyscript.com/scripts/MrHollandsOpus.pdf,pdf,Mr Hollands Opus,both,Mr. Holland's Opus,HTML len = 0 : no content scrapped,Mr Hollands Opus
Mrs. Brown,Mrs Brown,Mrs. Brown,https://www.dailyscript.com/scripts/mrs_brown.html,html,Mrs Brown,both,,,
Mud,Mud,,,,,left_only,,,
Mulan,Mulan,,,,,left_only,,,
Mulholland Drive,Mulholland Drive,Mulholland Drive,https://www.dailyscript.com/scripts/mulholland_drive.html,html,Mulholland Drive,both,,,
Mumford,Mumford,Mumford,https://www.dailyscript.com/scripts/Mumford.txt,txt,Mumford,both,,,
Music of the Heart,Music Of The Heart,,,,,left_only,,,
Mute Witness,Mute Witness,,,,,left_only,,,
My Best Friend's Wedding,My Best Friends Wedding,,,,,left_only,,,
My Girl,My Girl,,,,,left_only,,,
My Mother Dreams the Satan's Disciples in New York,My Mother Dreams The Satans Disciples In New York,My Mother Dreams The Satan's Disciples in New York,https://www.dailyscript.com/scripts/mother_dreams.html,html,My Mother Dreams The Satans Disciples In New York,both,,,
My Week with Marilyn,My Week With Marilyn,,,,,left_only,,,
Mystery Men,Mystery Men,Mystery Men,https://www.dailyscript.com/scripts/mystery_men_6_6_97.html,html,Mystery Men,both,,,
Napoleon,Napoleon,,,,,left_only,,,
Napoleon Dynamite,Napoleon Dynamite,,,,,left_only,,,
Nashville,Nashville,Nashville,https://www.dailyscript.com/scripts/nashville.html,html,Nashville,both,,,
Natural Born Killers,Natural Born Killers,Natural Born Killers,https://www.dailyscript.com/scripts/Natural_Born_Killers.PDF,pdf,Natural Born Killers,both,,,
Never Been Kissed,Never Been Kissed,Never Been Kissed,https://www.dailyscript.com/scripts/neverbeenkissed.html,html,Never Been Kissed,both,,,
New York Minute,New York Minute,New York Minute,https://www.dailyscript.com/scripts/new_york_minute.pdf,pdf,New York Minute,both,,,
Newsies,Newsies,Newsies,https://www.dailyscript.com/scripts/Newsies.PDF,pdf,Newsies,both,,,
Next,Next,Next,https://www.dailyscript.com/scripts/Next-GaryGoldman.pdf,pdf,Next,both,,,
Next Friday,Next Friday,Next Friday,https://www.dailyscript.com/scripts/Next_Friday.html,html,Next Friday,both,,,
Ni vu ni connu,Ni Vu Ni Connu,,,,,left_only,,,
Nick of Time,Nick Of Time,Nick of Time,https://www.dailyscript.com/scripts/nick_of_time.pdf,pdf,Nick Of Time,both,,,
Nickel Boys,Nickel Boys,,,,,left_only,,,
Night Time (The Poltergeist Treatment),Night Time (the Poltergeist Treatment),,,,,left_only,,,
Nightbreed,Nightbreed,,,,,left_only,,,
"Nightmare on Elm Street, A",Nightmare On Elm Street A,"Nightmare On Elm Street, A","https://www.dailyscript.com/scripts/Nightmare+On+Elm+Street,+A.txt",txt,Nightmare On Elm Street A,both,,,
Nightmare on Elm Street: The Final Chapter,Nightmare On Elm Street The Final Chapter,,,,,left_only,,,
Nine,Nine,,,,,left_only,,,
Ninja Assassin,Ninja Assassin,,,,,left_only,,,
Ninotchka,Ninotchka,Ninotchka,https://www.dailyscript.com/scripts/Ninotchka.txt,txt,Ninotchka,both,,,
No Country for Old Men,No Country For Old Men,,,,,left_only,,,
No Hard Feelings,No Hard Feelings,,,,,left_only,,,
No One Will Save You,No One Will Save You,,,,,left_only,,,
No Strings Attached,No Strings Attached,,,,,left_only,,,
Notting Hill,Notting Hill,,,,,left_only,,,
Nurse Betty,Nurse Betty,Nurse Betty,https://www.dailyscript.com/scripts/nursebetty.html,html,Nurse Betty,both,,,
O Brother Where Art Thou?,O Brother Where Art Thou,"O Brother, Where Art Thou?",https://www.dailyscript.com/scripts/O%20Brother%20Where%20Art%20Thou.txt,txt,O Brother Where Art Thou,both,O Brother Where Art Thou?,"Webstatus : 404
",O Brother Where Art Thou
Oblivion,Oblivion,,,,,left_only,,,
Observe and Report,Observe And Report,,,,,left_only,,,
Obsessed,Obsessed,,,,,left_only,,,
Ocean's Eleven,Oceans Eleven,Ocean's Eleven,https://www.dailyscript.com/scripts/oceans_11.pdf,pdf,Oceans Eleven,both,,,
Ocean's Twelve,Oceans Twelve,Ocean's Twelve,https://www.dailyscript.com/scripts/oceans-12_roughdraft1.pdf,pdf,Oceans Twelve,both,,,
Office Space,Office Space,Office Space,https://www.dailyscript.com/scripts/office-early-reduced.pdf,pdf,Office Space,both,,,
"Officer and a Gentleman, An",Officer And A Gentleman An,"Officer And A Gentleman, An","https://www.dailyscript.com/scripts/Officer+And+A+Gentleman,+An.txt",txt,Officer And A Gentleman An,both,"Officer and a Gentleman, An",HTML len = 0 : no content scrapped,Officer And A Gentleman An
Omega Man,Omega Man,Omega Man,https://www.dailyscript.com/scripts/i_am_legend_6_26_70.html,html,Omega Man,both,,,
One Flew Over the Cuckoo's Nest,One Flew Over The Cuckoos Nest,One Flew Over The Cuckoo's Nest,https://www.dailyscript.com/scripts/One%20Flew%20Over%20The%20Cuckoo's%20Nest.txt,txt,One Flew Over The Cuckoos Nest,both,,,
Only God Forgives,Only God Forgives,,,,,left_only,,,
Onward,Onward,,,,,left_only,,,
Oppenheimer,Oppenheimer,,,,,left_only,,,
Ordinary People,Ordinary People,Ordinary People,https://www.dailyscript.com/scripts/Ordinary_People.pdf,pdf,Ordinary People,both,,,
Orgy of the Dead,Orgy Of The Dead,Orgy of the Dead,https://www.dailyscript.com/scripts/orgyofthedead.html,html,Orgy Of The Dead,both,,,
Origin,Origin,,,,,left_only,,,
Orphan,Orphan,,,,,left_only,,,
Out of Sight,Out Of Sight,Out of Sight,https://www.dailyscript.com/scripts/Out%20Of%20Sight.txt,txt,Out Of Sight,both,,,
Outbreak,Outbreak,Outbreak,https://www.dailyscript.com/scripts/Outbreak.pdf,pdf,Outbreak,both,Outbreak,"Webstatus : 404
",Outbreak
Pandorum,Pandorum,,,,,left_only,,,
Panic Room,Panic Room,Panic Room,https://www.dailyscript.com/scripts/Panic_Room_Koepp.html,html,Panic Room,both,,,
Papadopoulos & Sons,Papadopoulos & Sons,,,,,left_only,Papadopoulos & Sons,HTML len = 0 : no content scrapped,Papadopoulos & Sons
ParaNorman,Paranorman,,,,,left_only,,,
Pariah,Pariah,,,,,left_only,,,
Passengers,Passengers,,,,,left_only,,,
Paul,Paul,,,,,left_only,,,
Pearl Harbor,Pearl Harbor,Pearl Harbor,https://www.dailyscript.com/scripts/pearl_harbor_early.html,html,Pearl Harbor,both,,,
Peeping Tom,Peeping Tom,Peeping Tom,https://www.dailyscript.com/scripts/Peeping%20Tom.txt,txt,Peeping Tom,both,,,
Peggy Sue Got Married,Peggy Sue Got Married,Peggy Sue Got Married,https://www.dailyscript.com/scripts/peggysue.html,html,Peggy Sue Got Married,both,,,
Perfect Creature,Perfect Creature,,,,,left_only,,,
"Perfect World, A",Perfect World A,,,,,left_only,,,
Pet Sematary,Pet Sematary,Pet Sematary,https://www.dailyscript.com/scripts/Pet-Sematary.html,html,Pet Sematary,both,,,
Pet Sematary II,Pet Sematary 2,Pet Sematary II,https://www.dailyscript.com/scripts/petsemetaryii.html,html,Pet Sematary 2,both,,,
Petulia,Petulia,,,,,left_only,,,
Philadelphia,Philadelphia,Philadelphia,https://www.dailyscript.com/scripts/philadelphia.html,html,Philadelphia,both,,,
Phone Booth,Phone Booth,Phone Booth,https://www.dailyscript.com/scripts/Phone%20Booth.txt,txt,Phone Booth,both,,,
Pi,Pi,PI,https://www.dailyscript.com/scripts/pi.html,html,Pi,both,,,
Pineapple Express,Pineapple Express,,,,,left_only,,,
Pirates of the Caribbean,Pirates Of The Caribbean,Pirates of the Caribbean,https://www.dailyscript.com/scripts/Pirates%20Of%20The%20Caribbean.txt,txt,Pirates Of The Caribbean,both,,,
Pirates of the Caribbean: Dead Man's Chest,Pirates Of The Caribbean Dead Mans Chest,,,,,left_only,,,
Pitch Black,Pitch Black,Pitch Black,https://www.dailyscript.com/scripts/pitch-black_shooting.html,html,Pitch Black,both,,,
Platinum Blonde,Platinum Blonde,Platinum Blonde,https://www.dailyscript.com/scripts/Platinum_Blonde.html,html,Platinum Blonde,both,,,
Platoon,Platoon,Platoon,https://www.dailyscript.com/scripts/platoon.html,html,Platoon,both,,,
Pleasantville,Pleasantville,Pleasantville,https://www.dailyscript.com/scripts/Pleasantville.htm,htm,Pleasantville,both,,,
Point Break,Point Break,,,,,left_only,,,
Pokemon: Mewtwo Returns,Pokemon Mewtwo Returns,,,,,left_only,,,
Poor Things,Poor Things,,,,,left_only,,,
Precious,Precious,,,,,left_only,,,
Predator,Predator,Predator,https://www.dailyscript.com/scripts/hunter.html,html,Predator,both,,,
Pretty Woman,Pretty Woman,Pretty Woman,https://www.dailyscript.com/scripts/Pretty_Woman_Disney.pdf,pdf,Pretty Woman,both,,,
Pretty Woman (final script),Pretty Woman (final Script),,,,,left_only,,,
Pride and Prejudice,Pride And Prejudice,,,,,left_only,,,
Priest,Priest,,,,,left_only,,,
Priscilla,Priscilla,,,,,left_only,,,
Prom Night,Prom Night,,,,,left_only,,,
Prometheus,Prometheus,,,,,left_only,,,
Psycho,Psycho,Psycho,https://www.dailyscript.com/scripts/Psycho.txt,txt,Psycho,both,,,
Public Enemies,Public Enemies,,,,,left_only,,,
Pulp Fiction,Pulp Fiction,Pulp Fiction,https://www.dailyscript.com/scripts/pulp_fiction.html,html,Pulp Fiction,both,,,
Punch-Drunk Love,Punch Drunk Love,Punch Drunk Love,https://www.dailyscript.com/scripts/Punch-Drunk_Love.html,html,Punch Drunk Love,both,,,
Purple Rain,Purple Rain,,,,,left_only,,,
Puss in Boots: The Last Wish,Puss In Boots The Last Wish,,,,,left_only,,,
Quantum Project,Quantum Project,Quantum Project,https://www.dailyscript.com/scripts/quantumproject.html,html,Quantum Project,both,,,
Queen of the Damned,Queen Of The Damned,Queen of the Damned,https://www.dailyscript.com/scripts/Queen_Damned.pdf,pdf,Queen Of The Damned,both,,,
Quiz Lady,Quiz Lady,,,,,left_only,,,
Rachel Getting Married,Rachel Getting Married,,,,,left_only,,,
Raging Bull,Raging Bull,Raging Bull,https://www.dailyscript.com/scripts/raging_bull.html,html,Raging Bull,both,,,
Raising Arizona,Raising Arizona,Raising Arizona,https://www.dailyscript.com/scripts/Raising%20Arizona.txt,txt,Raising Arizona,both,,,
Rambling Rose,Rambling Rose,Rambling Rose,https://www.dailyscript.com/scripts/ramblingrose.html,html,Rambling Rose,both,,,
Rambo: First Blood II: The Mission,Rambo First Blood 2 The Mission,Rambo: First Blood II: The Mission,https://www.dailyscript.com/scripts/firstblood2.html,html,Rambo First Blood 2 The Mission,both,,,
Real Genius,Real Genius,Real Genius,https://www.dailyscript.com/scripts/real_genius.html,html,Real Genius,both,,,
Rear Window,Rear Window,Rear Window,https://www.dailyscript.com/scripts/rearwindow.pdf,pdf,Rear Window,both,,,
Rebel Without A Cause,Rebel Without A Cause,Rebel Without A Cause,https://www.dailyscript.com/scripts/Rebel_Without_A_Cause.html,html,Rebel Without A Cause,both,,,
Red Planet,Red Planet,Red Planet,https://www.dailyscript.com/scripts/Red_Planet.html,html,Red Planet,both,,,
Red Riding Hood,Red Riding Hood,,,,,left_only,,,
Reindeer Games,Reindeer Games,Reindeer Games,https://www.dailyscript.com/scripts/Reindeer+Games.txt,txt,Reindeer Games,both,,,
Remember Me,Remember Me,,,,,left_only,,,
Repo Man,Repo Man,,,,,left_only,,,
Reservoir Dogs,Reservoir Dogs,Reservoir Dogs,https://www.dailyscript.com/scripts/Reservoir+Dogs.txt,txt,Reservoir Dogs,both,,,
Resident Evil,Resident Evil,Resident Evil,https://www.dailyscript.com/scripts/resevil.html,html,Resident Evil,both,,,
Return of the Apes,Return Of The Apes,Return of the Apes,https://www.dailyscript.com/scripts/ROTA_Hayes.html,html,Return Of The Apes,both,,,
Revolutionary Road,Revolutionary Road,,,,,left_only,,,
Ricky Stanicky,Ricky Stanicky,,,,,left_only,,,
Ringu,Ringu,,,,,left_only,,,
Rise of the Guardians,Rise Of The Guardians,,,,,left_only,,,
Rise of the Planet of the Apes,Rise Of The Planet Of The Apes,,,,,left_only,,,
RKO 281,Rko 281,RKO 281,https://www.dailyscript.com/scripts/RKO218.html,html,Rko 281,both,,,
Robin Hood: Prince of Thieves,Robin Hood Prince Of Thieves,,,,,left_only,,,
Robocop,Robocop,,,,,left_only,Robocop,HTML len = 0 : no content scrapped,Robocop
RocknRolla,Rocknrolla,RocknRolla,https://www.dailyscript.com/scripts/RockNRolla_Script.pdf,pdf,Rocknrolla,both,,,
Rocky,Rocky,Rocky,https://www.dailyscript.com/scripts/rocky.html,html,Rocky,both,,,
Romeo & Juliet,Romeo & Juliet,,,,,left_only,Romeo & Juliet,HTML len = 0 : no content scrapped,Romeo & Juliet
Ronin,Ronin,Ronin,https://www.dailyscript.com/scripts/ronin_early.html,html,Ronin,both,,,
Room,Room,Room,https://www.dailyscript.com/scripts/room_script.pdf,pdf,Room,both,,,
Rosetta,Rosetta,,,,,left_only,,,
Roughshod,Roughshod,Roughshod,https://www.dailyscript.com/scripts/Roughshod.txt,txt,Roughshod,both,,,
Runaway Bride,Runaway Bride,,,,,left_only,,,
Rush,Rush,Rush,https://www.dailyscript.com/scripts/RUSH[2013]-PETER%20MORGAN.pdf,pdf,Rush,both,,,
Rush Hour,Rush Hour,Rush Hour,https://www.dailyscript.com/scripts/rush_hour.html,html,Rush Hour,both,,,
Rush Hour 2,Rush Hour 2,Rush Hour 2,https://www.dailyscript.com/scripts/rush_hour_2.html,html,Rush Hour 2,both,,,
Rushmore,Rushmore,Rushmore,https://www.dailyscript.com/scripts/rushmore.html,html,Rushmore,both,,,
Rust and Bone,Rust And Bone,,,,,left_only,,,
Rustin,Rustin,,,,,left_only,,,
S. Darko,S Darko,,,,,left_only,,,
Saturday Night,Saturday Night,,,,,left_only,,,
Save the Last Dance,Save The Last Dance,Save the Last Dance,https://www.dailyscript.com/scripts/Save_the_Last_Dance.pdf,pdf,Save The Last Dance,both,,,
Saving Mr. Banks,Saving Mr Banks,,,,,left_only,,,
Saving Private Ryan,Saving Private Ryan,Saving Private Ryan,https://www.dailyscript.com/scripts/Saving%20Private%20Ryan.txt,txt,Saving Private Ryan,both,,,
Saw,Saw,,,,,left_only,,,
Saw IV,Saw 4,,,,,left_only,,,
Scarface,Scarface,Scarface,https://www.dailyscript.com/scripts/Scarfacefinal.PDF,pdf,Scarface,both,,,
Scary Movie 2,Scary Movie 2,Scary Movie 2,https://www.dailyscript.com/scripts/ScaryMovie2.htm,htm,Scary Movie 2,both,Scary Movie 2,HTML len = 0 : no content scrapped,Scary Movie 2
Schindler's List,Schindlers List,Schindler's List,https://www.dailyscript.com/scripts/Schindler's%20List.txt,txt,Schindlers List,both,,,
Scott Pilgrim vs the World,Scott Pilgrim Vs The World,,,,,left_only,,,
Scream,Scream,Scream,https://www.dailyscript.com/scripts/Scream.txt,txt,Scream,both,,,
Scream 2,Scream 2,,,,,left_only,,,
Scream 3,Scream 3,Scream 3,https://www.dailyscript.com/scripts/Scream3.doc,doc,Scream 3,both,,,
Scream 4,Scream 4,,,,,left_only,,,
Se7en,Se7en,,,,,left_only,,,
Semi-Pro,Semi Pro,Semi Pro,https://www.dailyscript.com/scripts/semipro.pdf,pdf,Semi Pro,both,,,
Sense and Sensibility,Sense And Sensibility,Sense And Sensibility,https://www.dailyscript.com/scripts/Sense%20And%20Sensibility.txt,txt,Sense And Sensibility,both,,,
Serenity,Serenity,,,,,left_only,,,
Serial Mom,Serial Mom,Serial Mom,https://www.dailyscript.com/scripts/serial-mom.html,html,Serial Mom,both,,,
Sex and the City,Sex And The City,,,,,left_only,,,
"Sex, Lies and Videotape",Sex Lies And Videotape,"Sex, Lies, And Videotape",https://www.dailyscript.com/scripts/Sex+Lies+And+Videotape.txt,txt,Sex Lies And Videotape,both,,,
Sexual Life,Sexual Life,Sexual Life,https://www.dailyscript.com/scripts/Sexual_Life.doc,doc,Sexual Life,both,,,
