pdf_url,movie_name_script_slug_conventioned,movie_name_imsdb_conventioned,full_url_imsdb,_merge_imsdb_scriptslug,movie_name_conventioned,movie_name_imsdb_error,error,movie_name_imsdb_conventioned_error,movie_name,movie_url,movie_url_extension,movie_name_dailyscripts_conventioned,_merge_main_dailyscripts
https://assets.scriptslug.com/live/pdf/scripts/do-the-right-thing-1989.pdf?v=1729114896,Do The Right Thing,Do The Right Thing,https://imsdb.com//scripts//Do-The-Right-Thing.html,both,Do The Right Thing,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/doctor-sleep-2019.pdf?v=1729114897,Doctor Sleep,,,left_only,Doctor Sleep,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/doctor-zhivago-1965.pdf?v=1729114897,Doctor Zhivago,,,left_only,Doctor Zhivago,,,,Doctor Zhivago,https://www.dailyscript.com/scripts/drzhivago.pdf,pdf,Doctor Zhivago,both
,,Dog Day Afternoon,https://imsdb.com//scripts//Dog-Day-Afternoon.html,right_only,Dog Day Afternoon,,,,Dog Day Afternoon,https://www.dailyscript.com/scripts/Dog%20Day%20Afternoon.txt,txt,Dog Day Afternoon,both
https://assets.scriptslug.com/live/pdf/scripts/dogma-1999.pdf?v=1729114897,Dogma,Dogma,https://imsdb.com//scripts//Dogma.html,both,Dogma,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dolemite-is-my-name-2019.pdf?v=1729114897,Dolemite Is My Name,,,left_only,Dolemite Is My Name,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dominion-2005.pdf?v=1729114897,Dominion,,,left_only,Dominion,,,,,,,,left_only
,,,,,,,,,Domino,https://www.dailyscript.com/scripts/domino.html,html,Domino,right_only
https://assets.scriptslug.com/live/pdf/scripts/donnie-brasco-1997.pdf?v=1729114897,Donnie Brasco,Donnie Brasco,https://imsdb.com//scripts//Donnie-Brasco.html,both,Donnie Brasco,,,,Donnie Brasco,https://www.dailyscript.com/scripts/Donnie%20Brasco.txt,txt,Donnie Brasco,both
https://assets.scriptslug.com/live/pdf/scripts/donnie-darko-2001.pdf?v=1729114897,Donnie Darko,Donnie Darko,https://imsdb.com//scripts//Donnie-Darko.html,both,Donnie Darko,Donnie Darko,"Webstatus : 404
",Donnie Darko,Donnie Darko,https://www.dailyscript.com/scripts/donniedarko.pdf,pdf,Donnie Darko,both
https://assets.scriptslug.com/live/pdf/scripts/dont-look-now-1973.pdf?v=1729114897,Dont Look Now,,,left_only,Dont Look Now,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dont-look-up-2021.pdf?v=1729114898,Dont Look Up,,,left_only,Dont Look Up,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dont-worry-darling-2022.pdf?v=1729114898,Dont Worry Darling,,,left_only,Dont Worry Darling,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/doom-2005.pdf?v=1729114898,Doom,,,left_only,Doom,,,,Doom,https://www.dailyscript.com/scripts/Doom.pdf,pdf,Doom,both
https://assets.scriptslug.com/live/pdf/scripts/dope-2015.pdf?v=1729114898,Dope,,,left_only,Dope,,,,,,,,left_only
,,Double Indemnity,https://imsdb.com//scripts//Double-Indemnity.html,right_only,Double Indemnity,,,,Double Indemnity,https://www.dailyscript.com/scripts/Double%20Indemnity.txt,txt,Double Indemnity,both
https://assets.scriptslug.com/live/pdf/scripts/doubt-2008.pdf?v=1729114898,Doubt,,,left_only,Doubt,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/downhill-2020.pdf?v=1729114898,Downhill,,,left_only,Downhill,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/downsizing-2017.pdf?v=1729114898,Downsizing,,,left_only,Downsizing,,,,Downsizing,https://www.dailyscript.com/scripts/downsizing.pdf,pdf,Downsizing,both
https://assets.scriptslug.com/live/pdf/scripts/downton-abbey-2019.pdf?v=1729114898,Downton Abbey,,,left_only,Downton Abbey,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dr-horribles-sing-along-blog-2008.pdf?v=1729114898,Dr Horribles Sing Along Blog,,,left_only,Dr Horribles Sing Along Blog,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dr-no-1962.pdf?v=1729114899,Dr No,,,left_only,Dr No,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-1964.pdf?v=1729114899,Dr Strangelove Or How I Learned To Stop Worrying And Love The Bomb,,,left_only,Dr Strangelove Or How I Learned To Stop Worrying And Love The Bomb,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/drag-me-to-hell-2009.pdf?v=1729114899,Drag Me To Hell,Drag Me To Hell,https://imsdb.com//scripts//Drag-Me-to-Hell.html,both,Drag Me To Hell,,,,,,,,left_only
,,,,,,,,,Dragon Slayer,https://www.dailyscript.com/scripts/Dragonslayer.txt,txt,Dragon Slayer,right_only
https://assets.scriptslug.com/live/pdf/scripts/dragonheart-1996.pdf?v=1729114899,Dragonheart,,,left_only,Dragonheart,,,,,,,,left_only
,,Dragonslayer,https://imsdb.com//scripts//Dragonslayer.html,right_only,Dragonslayer,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dream-scenario-2023.pdf?v=1729114899,Dream Scenario,Dream Scenario,https://imsdb.com//scripts//Dream-Scenario.html,both,Dream Scenario,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dredd-2012.pdf?v=1729114899,Dredd,,,left_only,Dredd,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dressed-to-kill-1980.pdf?v=1729114899,Dressed To Kill,,,left_only,Dressed To Kill,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/drive-2011.pdf?v=1729114899,Drive,Drive,https://imsdb.com//scripts//Drive.html,both,Drive,,,,,,,,left_only
,,Drive Angry,https://imsdb.com//scripts//Drive-Angry.html,right_only,Drive Angry,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/driving-miss-daisy-1989.pdf?v=1729114899,Driving Miss Daisy,,,left_only,Driving Miss Daisy,,,,,,,,left_only
,,Drop Dead Gorgeous,https://imsdb.com//scripts//Drop-Dead-Gorgeous.html,right_only,Drop Dead Gorgeous,,,,Drop Dead Gorgeous,https://www.dailyscript.com/scripts/dropdeadgorgeous.html,html,Drop Dead Gorgeous,both
,,Dry White Season A,"https://imsdb.com//scripts//Dry-White-Season,-A.html",right_only,Dry White Season A,,,,,,,,left_only
,,,,,,,,,Duchess,https://www.dailyscript.com/scripts/Final_Duchess_with_Cover.pdf,pdf,Duchess,right_only
,,Duck Soup,https://imsdb.com//scripts//Duck-Soup.html,right_only,Duck Soup,,,,Duck Soup,https://www.dailyscript.com/scripts/Duck%20Soup.txt,txt,Duck Soup,both
,,Dumb And Dumber,https://imsdb.com//scripts//Dumb-and-Dumber.html,right_only,Dumb And Dumber,,,,Dumb and Dumber,https://www.dailyscript.com/scripts/Dumb%20And%20Dumber.txt,txt,Dumb And Dumber,both
https://assets.scriptslug.com/live/pdf/scripts/dumb-money-2023.pdf?v=1729114900,Dumb Money,,,left_only,Dumb Money,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dune-1984.pdf?v=1729114900,Dune,Dune,https://imsdb.com//scripts//Dune.html,both,Dune,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dune-2021.pdf?v=1729114900,Dune,Dune,https://imsdb.com//scripts//Dune.html,both,Dune,,,,,,,,left_only
,,Dune Part One,https://imsdb.com//scripts//Dune-Part-One.html,right_only,Dune Part One,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dunkirk-2017.pdf?v=1729114900,Dunkirk,,,left_only,Dunkirk,,,,Dunkirk,https://www.dailyscript.com/scripts/Dunkirk.pdf,pdf,Dunkirk,both
https://assets.scriptslug.com/live/pdf/scripts/duplicity-2009.pdf?v=1729114900,Duplicity,,,left_only,Duplicity,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/dutch-1991.pdf?v=1729114900,Dutch,,,left_only,Dutch,,,,,,,,left_only
,,Eagle Eye,https://imsdb.com//scripts//Eagle-Eye.html,right_only,Eagle Eye,,,,,,,,left_only
,,Eastern Promises,https://imsdb.com//scripts//Eastern-Promises.html,right_only,Eastern Promises,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/easy-a-2010.pdf?v=1729114900,Easy A,Easy A,https://imsdb.com//scripts//Easy-A.html,both,Easy A,,,,,,,,left_only
,,Ed Tv,https://imsdb.com//scripts//Ed-TV.html,right_only,Ed Tv,,,,Ed TV,https://www.dailyscript.com/scripts/edtv.html,html,Ed Tv,both
https://assets.scriptslug.com/live/pdf/scripts/ed-wood-1994.pdf?v=1729114900,Ed Wood,Ed Wood,https://imsdb.com//scripts//Ed-Wood.html,both,Ed Wood,,,,Ed Wood,https://www.dailyscript.com/scripts/ed-wood.html,html,Ed Wood,both
https://assets.scriptslug.com/live/pdf/scripts/eddie-the-eagle-2016.pdf?v=1729114901,Eddie The Eagle,,,left_only,Eddie The Eagle,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/edge-of-tomorrow-2014.pdf?v=1729114901,Edge Of Tomorrow,,,left_only,Edge Of Tomorrow,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/edward-scissorhands-1990.pdf?v=1729114901,Edward Scissorhands,Edward Scissorhands,https://imsdb.com//scripts//Edward-Scissorhands.html,both,Edward Scissorhands,,,,Edward Scissorhands,https://www.dailyscript.com/scripts/edward_scissorhands1.pdf,pdf,Edward Scissorhands,both
,,Eight Legged Freaks,https://imsdb.com//scripts//Eight-Legged-Freaks.html,right_only,Eight Legged Freaks,,,,,,,,left_only
,,,,,,,,,Eight Legged Freaks (Originally Titled Arac Attack),https://www.dailyscript.com/scripts/arac_attack.pdf,pdf,Eight Legged Freaks (originally Titled Arac Attack),right_only
,,,,,,,,,Eight Millimeter,https://www.dailyscript.com/scripts/eight-millimeter.html,html,Eight Millimeter,right_only
,,,,,,,,,Eight Scenes from the life of Hank Williams,https://www.dailyscript.com/scripts/Eight%20Scenes%20From%20The%20Life%20Of%20Hank%20Williams%20(Unproduced).txt,txt,Eight Scenes From The Life Of Hank Williams,right_only
https://assets.scriptslug.com/live/pdf/scripts/eighth-grade-2018.pdf?v=1729114901,Eighth Grade,,,left_only,Eighth Grade,,,,,,,,left_only
,,,,,,,,,El Cantante,https://www.dailyscript.com/scripts/El-Cantante-script.pdf,pdf,El Cantante,right_only
,,,,,,,,,El Laberinto del Fauno,https://www.dailyscript.com/scripts/PansLabyrinthEnglishScreenplay.pdf,pdf,El Laberinto Del Fauno,right_only
,,El Mariachi,https://imsdb.com//scripts//El-Mariachi.html,right_only,El Mariachi,,,,El Mariachi,https://www.dailyscript.com/scripts/El%20Mariachi.txt,txt,El Mariachi,both
https://assets.scriptslug.com/live/pdf/scripts/election-1999.pdf?v=1730829431,Election,Election,https://imsdb.com//scripts//Election.html,both,Election,,,,Election,https://www.dailyscript.com/scripts/election.html,html,Election,both
https://assets.scriptslug.com/live/pdf/scripts/elemental-2023.pdf?v=1729114901,Elemental,Elemental,https://imsdb.com//scripts//Elemental.html,both,Elemental,,,,,,,,left_only
,,,,,,,,,Elf,https://www.dailyscript.com/scripts/elf.html,html,Elf,right_only
,,Elizabeth The Golden Age,https://imsdb.com//scripts//Elizabeth-The-Golden-Age.html,right_only,Elizabeth The Golden Age,,,,Elizabeth: The Golden Age,https://www.dailyscript.com/scripts/elizabeth.pdf,pdf,Elizabeth The Golden Age,both
,,,,,,,,,Elizabethtown,https://www.dailyscript.com/scripts/Elizabethtown.pdf,pdf,Elizabethtown,right_only
,,,,,,,,,Elle,https://www.dailyscript.com/scripts/elle_screenplay.pdf,pdf,Elle,right_only
https://assets.scriptslug.com/live/pdf/scripts/elvis-2022.pdf?v=1729114901,Elvis,Elvis,https://imsdb.com//scripts//Elvis.html,both,Elvis,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/elysium-2013.pdf?v=1729114901,Elysium,,,left_only,Elysium,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/emancipation-2023.pdf?v=1729114901,Emancipation,,,left_only,Emancipation,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/emergency-2022.pdf?v=1729114902,Emergency,,,left_only,Emergency,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/emilia-perez-2024.pdf?v=1738463837,Emilia Pérez,,,left_only,Emilia Pérez,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/emma-2020.pdf?v=1729114902,Emma,,,left_only,Emma,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/empire-of-light-2022.pdf?v=1729114902,Empire Of Light,,,left_only,Empire Of Light,,,,,,,,left_only
,,,,,,,,,Empire of the Sun,https://www.dailyscript.com/scripts/EmpireoftheSun.pdf,pdf,Empire Of The Sun,right_only
https://assets.scriptslug.com/live/pdf/scripts/encanto-2021.pdf?v=1729114902,Encanto,,,left_only,Encanto,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/encounter-2021.pdf?v=1729114902,Encounter,,,left_only,Encounter,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/end-of-watch-2012.pdf?v=1729114902,End Of Watch,,,left_only,End Of Watch,,,,,,,,left_only
,,Enemy Of The State,https://imsdb.com//scripts//Enemy-of-the-State.html,right_only,Enemy Of The State,,,,Enemy of the State,https://www.dailyscript.com/scripts/enemyofthestate.html,html,Enemy Of The State,both
,,Enough,https://imsdb.com//scripts//Enough.html,right_only,Enough,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/enough-said-2013.pdf?v=1729114902,Enough Said,,,left_only,Enough Said,,,,,,,,left_only
,,Entrapment,https://imsdb.com//scripts//Entrapment.html,right_only,Entrapment,,,,Entrapment,https://www.dailyscript.com/scripts/entrapment_early.html,html,Entrapment,both
,,Equilibrium,https://imsdb.com//scripts//Equilibrium.html,right_only,Equilibrium,Equilibrium,HTML len = 0 : no content scrapped,Equilibrium,Equilibrium,https://www.dailyscript.com/scripts/equilibrium-early.pdf,pdf,Equilibrium,both
https://assets.scriptslug.com/live/pdf/scripts/equity-2016.pdf?v=1729114902,Equity,,,left_only,Equity,,,,Equity,https://www.dailyscript.com/scripts/equity_screenplay.pdf,pdf,Equity,both
https://assets.scriptslug.com/live/pdf/scripts/eraser-1996.pdf?v=1729114903,Eraser,,,left_only,Eraser,,,,,,,,left_only
,,Erik The Viking,https://imsdb.com//scripts//Erik-the-Viking.html,right_only,Erik The Viking,,,,Erik the Viking,https://www.dailyscript.com/scripts/erik_the_viking.html,html,Erik The Viking,both
,,Erik The Viking,https://imsdb.com//scripts//Erik-the-Viking.html,right_only,Erik The Viking,,,,Erik The Viking,https://www.dailyscript.com/scripts/Erik+The+Viking.txt,txt,Erik The Viking,both
https://assets.scriptslug.com/live/pdf/scripts/erin-brockovich-2000.pdf?v=1729114903,Erin Brockovich,Erin Brockovich,https://imsdb.com//scripts//Erin-Brockovich.html,both,Erin Brockovich,,,,Erin Brockovich,https://www.dailyscript.com/scripts/erin-brockovich_early.html,html,Erin Brockovich,both
,,,,,,,,,Erin Brockovich ,https://www.dailyscript.com/scripts/Erin+Brockovich.txt,txt,Erin Brockovich ,right_only
,,Escape From La,https://imsdb.com//scripts//Escape-From-L.A..html,right_only,Escape From La,,,,,,,,left_only
,,Escape From New York,https://imsdb.com//scripts//Escape-From-New-York.html,right_only,Escape From New York,,,,,,,,left_only
,,Et,https://imsdb.com//scripts//E.T..html,right_only,Et,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/e-t-the-extra-terrestrial-1982.pdf?v=1729114900,Et The Extra Terrestrial,,,left_only,Et The Extra Terrestrial,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/eternal-sunshine-of-the-spotless-mind-2004.pdf?v=1729114903,Eternal Sunshine Of The Spotless Mind,Eternal Sunshine Of The Spotless Mind,https://imsdb.com//scripts//Eternal-Sunshine-of-the-Spotless-Mind.html,both,Eternal Sunshine Of The Spotless Mind,,,,Eternal Sunshine Of The Spotless Mind,https://www.dailyscript.com/scripts/Eternal+Sunshine+Of+The+Spotless+Mind.txt,txt,Eternal Sunshine Of The Spotless Mind,both
,,Even Cowgirls Get The Blues,https://imsdb.com//scripts//Even-Cowgirls-Get-the-Blues.html,right_only,Even Cowgirls Get The Blues,,,,Even Cowgirls Get The Blues,https://www.dailyscript.com/scripts/Even%20Cowgirls%20Get%20The%20Blues.txt,txt,Even Cowgirls Get The Blues,both
https://assets.scriptslug.com/live/pdf/scripts/event-horizon-1997.pdf?v=1729114904,Event Horizon,Event Horizon,https://imsdb.com//scripts//Event-Horizon.html,both,Event Horizon,,,,Event Horizon,https://www.dailyscript.com/scripts/Event%20Horizon.txt,txt,Event Horizon,both
https://assets.scriptslug.com/live/pdf/scripts/everything-everywhere-all-at-once-2022.pdf?v=1729114904,Everything Everywhere All At Once,,,left_only,Everything Everywhere All At Once,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/evil-dead-2013.pdf?v=1729114904,Evil Dead,Evil Dead,https://imsdb.com//scripts//Evil-Dead.html,both,Evil Dead,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/evil-dead-ii-1987.pdf?v=1729114904,Evil Dead 2,,,left_only,Evil Dead 2,,,,,,,,left_only
,,Evil Dead 2 Dead By Dawn,https://imsdb.com//scripts//Evil-Dead-II-Dead-by-Dawn.html,right_only,Evil Dead 2 Dead By Dawn,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/evolution-2001.pdf?v=1729114905,Evolution,,,left_only,Evolution,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/ex-machina-2015.pdf?v=1729114905,Ex Machina,Ex Machina,https://imsdb.com//scripts//Ex-Machina.html,both,Ex Machina,,,,Ex Machina,https://www.dailyscript.com/scripts/exMachina_script.pdf,pdf,Ex Machina,both
https://assets.scriptslug.com/live/pdf/scripts/excalibur-1981.pdf?v=1729114905,Excalibur,Excalibur,https://imsdb.com//scripts//Excalibur.html,both,Excalibur,,,,Excalibur,https://www.dailyscript.com/scripts/Excalibur.txt,txt,Excalibur,both
,,Executive Decision,https://imsdb.com//scripts//Executive-Decision.html,right_only,Executive Decision,Executive Decision,"Webstatus : 404
",Executive Decision,Executive Decision,https://www.dailyscript.com/scripts/Executive_Decision.pdf,pdf,Executive Decision,both
,,Existenz,https://imsdb.com//scripts//eXistenZ.html,right_only,Existenz,eXistenZ,HTML len = 0 : no content scrapped,Existenz,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/exorcist-ii-the-heretic-1977.pdf?v=1729114905,Exorcist 2 The Heretic,,,left_only,Exorcist 2 The Heretic,,,,,,,,left_only
,,Extract,https://imsdb.com//scripts//Extract.html,right_only,Extract,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/extremely-wicked-shockingly-evil-and-vile-2019.pdf?v=1729114905,Extremely Wicked Shockingly Evil And Vile,,,left_only,Extremely Wicked Shockingly Evil And Vile,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/eye-in-the-sky-2016.pdf?v=1729114905,Eye In The Sky,,,left_only,Eye In The Sky,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/eyes-wide-shut-1999.pdf?v=1729114905,Eyes Wide Shut,Eyes Wide Shut,https://imsdb.com//scripts//Eyes-Wide-Shut.html,both,Eyes Wide Shut,Eyes Wide Shut,"Webstatus : 404
",Eyes Wide Shut,,,,,left_only
,,Face Off,https://imsdb.com//scripts//Face-Off.html,right_only,Face Off,,,,,,,,left_only
,,,,,,,,,Face/Off,https://www.dailyscript.com/scripts/faceoff_early.html,html,Face/off,right_only
,,Fair Game,https://imsdb.com//scripts//Fair-Game.html,right_only,Fair Game,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/fair-play-2023.pdf?v=1729114905,Fair Play,,,left_only,Fair Play,,,,,,,,left_only
,,Fairytale A True Story,https://imsdb.com//scripts//FairyTale-A-True-Story.html,right_only,Fairytale A True Story,,,,,,,,left_only
,,,,,,,,,Fallen,https://www.dailyscript.com/scripts/Fallen.pdf,pdf,Fallen,right_only
https://assets.scriptslug.com/live/pdf/scripts/fanboys-2009.pdf?v=1729114906,Fanboys,,,left_only,Fanboys,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/fantastic-beasts-and-where-to-find-them-2016.pdf?v=1729114906,Fantastic Beasts And Where To Find Them,Fantastic Beasts And Where To Find Them,https://imsdb.com//scripts//Fantastic-Beasts-and-Where-to-Find-Them.html,both,Fantastic Beasts And Where To Find Them,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/fantastic-beasts-the-crimes-of-grindelwald-2018.pdf?v=1729114906,Fantastic Beasts The Crimes Of Grindelwald,Fantastic Beasts The Crimes Of Grindelwald,https://imsdb.com//scripts//Fantastic-Beasts-The-Crimes-of-Grindelwald.html,both,Fantastic Beasts The Crimes Of Grindelwald,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/fantastic-beasts-the-secrets-of-dumbledore-2022.pdf?v=1729114906,Fantastic Beasts The Secrets Of Dumbledore,Fantastic Beasts The Secrets Of Dumbledore,https://imsdb.com//scripts//Fantastic-Beasts-The-Secrets-of-Dumbledore.html,both,Fantastic Beasts The Secrets Of Dumbledore,,,,,,,,left_only
,,Fantastic Four,https://imsdb.com//scripts//Fantastic-Four.html,right_only,Fantastic Four,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/fantastic-mr-fox-2009.pdf?v=1729114906,Fantastic Mr Fox,Fantastic Mr Fox,https://imsdb.com//scripts//Fantastic-Mr-Fox.html,both,Fantastic Mr Fox,,,,,,,,left_only
,,,,,,,,,Far From The Maddening Crowd,https://www.dailyscript.com/scripts/Far-From-The-Maddening-Crowd.pdf,pdf,Far From The Maddening Crowd,right_only
https://assets.scriptslug.com/live/pdf/scripts/fargo-1996.pdf?v=1729114906,Fargo,Fargo,https://imsdb.com//scripts//Fargo.html,both,Fargo,,,,Fargo,https://www.dailyscript.com/scripts/fargo.html,html,Fargo,both
https://assets.scriptslug.com/live/pdf/scripts/fast-color-2019.pdf?v=1729114907,Fast Color,,,left_only,Fast Color,,,,,,,,left_only
,,Fast Times At Ridgemont High,https://imsdb.com//scripts//Fast-Times-at-Ridgemont-High.html,right_only,Fast Times At Ridgemont High,,,,Fast Times at Ridgemont High,https://www.dailyscript.com/scripts/fast_times_at_ridgemont_high.html,html,Fast Times At Ridgemont High,both
,,Fast Times At Ridgemont High,https://imsdb.com//scripts//Fast-Times-at-Ridgemont-High.html,right_only,Fast Times At Ridgemont High,,,,Fast Times At Ridgemont High,https://www.dailyscript.com/scripts/Fast+Times+At+Ridgemont+High.txt,txt,Fast Times At Ridgemont High,both
https://assets.scriptslug.com/live/pdf/scripts/fatal-attraction-1987.pdf?v=1729114907,Fatal Attraction,,,left_only,Fatal Attraction,,,,,,,,left_only
,,Fatal Instinct,https://imsdb.com//scripts//Fatal-Instinct.html,right_only,Fatal Instinct,,,,Fatal Instinct,https://www.dailyscript.com/scripts/Fatal%20Instinct.txt,txt,Fatal Instinct,both
https://assets.scriptslug.com/live/pdf/scripts/faults-2014.pdf?v=1729114907,Faults,,,left_only,Faults,,,,,,,,left_only
,,Fear And Loathing In Las Vegas,https://imsdb.com//scripts//Fear-and-Loathing-in-Las-Vegas.html,right_only,Fear And Loathing In Las Vegas,,,,Fear and Loathing in Las Vegas,https://www.dailyscript.com/scripts/fearandloathing.html,html,Fear And Loathing In Las Vegas,both
,,Fear And Loathing In Las Vegas,https://imsdb.com//scripts//Fear-and-Loathing-in-Las-Vegas.html,right_only,Fear And Loathing In Las Vegas,,,,Fear And Loathing In Las Vegas,https://www.dailyscript.com/scripts/Fear+&+Loathing+In+Las+Vegas.txt,txt,Fear And Loathing In Las Vegas,both
https://assets.scriptslug.com/live/pdf/scripts/fear-street-part-one-1994-2021.pdf?v=1729114907,Fear Street Part One 1994,,,left_only,Fear Street Part One 1994,,,,,,,,left_only
,,Feast,https://imsdb.com//scripts//Feast.html,right_only,Feast,,,,,,,,left_only
,,,,,,,,,Feast - early draft,https://www.dailyscript.com/scripts/Feast%20-%20Early%20Draft.txt,txt,Feast Early Draft,right_only
,,,,,,,,,Feast - revised draft,https://www.dailyscript.com/scripts/Feast%20-%20Revised%20Draft.txt,txt,Feast Revised Draft,right_only
https://assets.scriptslug.com/live/pdf/scripts/fences-2016.pdf?v=1729114907,Fences,,,left_only,Fences,,,,Fences,https://www.dailyscript.com/scripts/fences.pdf,pdf,Fences,both
https://assets.scriptslug.com/live/pdf/scripts/ferrari-2023.pdf?v=1729114907,Ferrari,Ferrari,https://imsdb.com//scripts//Ferrari.html,both,Ferrari,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/ferris-buellers-day-off-1986.pdf?v=1729114907,Ferris Buellers Day Off,Ferris Buellers Day Off,https://imsdb.com//scripts//Ferris-Bueller's-Day-Off.html,both,Ferris Buellers Day Off,,,,Ferris Bueller's Day Off,https://www.dailyscript.com/scripts/ferris_bueller_shooting.html,html,Ferris Buellers Day Off,both
https://assets.scriptslug.com/live/pdf/scripts/field-of-dreams-1989.pdf?v=1729114908,Field Of Dreams,Field Of Dreams,https://imsdb.com//scripts//Field-of-Dreams.html,both,Field Of Dreams,,,,Field of Dreams,https://www.dailyscript.com/scripts/Field_of_Dreams.pdf,pdf,Field Of Dreams,both
,,,,,,,,,Fifty Violins (filmed as Music of the Heart),https://www.dailyscript.com/scripts/Music%20Of%20The%20Heart.txt,txt,Fifty Violins (filmed As Music Of The Heart),right_only
https://assets.scriptslug.com/live/pdf/scripts/fight-club-2000.pdf?v=1729114908,Fight Club,Fight Club,https://imsdb.com//scripts//Fight-Club.html,both,Fight Club,,,,Fight Club,https://www.dailyscript.com/scripts/fightclub_2_98.html,html,Fight Club,both
,Fighting With My Family,,,left_only,Fighting With My Family,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/film-stars-dont-die-in-liverpool-2017.pdf?v=1729114908,Film Stars Dont Die In Liverpool,,,left_only,Film Stars Dont Die In Liverpool,,,,,,,,left_only
,,,,,,,,,Final Analysis,https://www.dailyscript.com/scripts/finalanalysis.pdf,pdf,Final Analysis,right_only
https://assets.scriptslug.com/live/pdf/scripts/final-destination-2000.pdf?v=1729114908,Final Destination,Final Destination,https://imsdb.com//scripts//Final-Destination.html,both,Final Destination,,,,Final Destination,https://www.dailyscript.com/scripts/final_destination.html,html,Final Destination,both
,,Final Destination 2,https://imsdb.com//scripts//Final-Destination-2.html,right_only,Final Destination 2,,,,Final Destination 2,https://www.dailyscript.com/scripts/final_destination2.html,html,Final Destination 2,both
https://assets.scriptslug.com/live/pdf/scripts/finding-nemo-2003.pdf?v=1729114908,Finding Nemo,Finding Nemo,https://imsdb.com//scripts//Finding-Nemo.html,both,Finding Nemo,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/first-blood-1982.pdf?v=1729114908,First Blood,,,left_only,First Blood,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/first-cow-2020.pdf?v=1729114908,First Cow,First Cow,https://imsdb.com//scripts//First-Cow.html,both,First Cow,,,,,,,,left_only
https://assets.scriptslug.com/live/pdf/scripts/first-man-2018.pdf?v=1729114908,First Man,,,left_only,First Man,,,,,,,,left_only
