movie_name,script_page_url,pdf_url
A Christmas Story,https://www.scriptslug.com/script/a-christmas-story-1983,https://assets.scriptslug.com/live/pdf/scripts/a-christmas-story-1983.pdf?v=1729114851
Chronicle,https://www.scriptslug.com/script/chronicle-2012,https://assets.scriptslug.com/live/pdf/scripts/chronicle-2012.pdf?v=1729114886
Cinderella Man,https://www.scriptslug.com/script/cinderella-man-2005,https://assets.scriptslug.com/live/pdf/scripts/cinderella-man-2005.pdf?v=1729114886
Citizen Kane,https://www.scriptslug.com/script/citizen-kane-1941,https://assets.scriptslug.com/live/pdf/scripts/citizen-kane-1941.pdf?v=1729114886
The Civil Dead,https://www.scriptslug.com/script/the-civil-dead-2022,https://assets.scriptslug.com/live/pdf/scripts/the-civil-dead-2022.pdf?v=1729115011
Clear and Present Danger,https://www.scriptslug.com/script/clear-and-present-danger-1994,https://assets.scriptslug.com/live/pdf/scripts/clear-and-present-danger-1994.pdf?v=1729114886
Clerks,https://www.scriptslug.com/script/clerks-1994,https://assets.scriptslug.com/live/pdf/scripts/clerks-1994.pdf?v=1729114887
Clerks II,https://www.scriptslug.com/script/clerks-ii-2006,https://assets.scriptslug.com/live/pdf/scripts/clearks-ii-2006.pdf?v=1729114887
Clockers,https://www.scriptslug.com/script/clockers-1995,https://assets.scriptslug.com/live/pdf/scripts/clockers-1995.pdf?v=1729114887
A Clockwork Orange,https://www.scriptslug.com/script/a-clockwork-orange-1971,https://assets.scriptslug.com/live/pdf/scripts/a-clockwork-orange-1971.pdf?v=1729114851
Close Encounters of the Third Kind,https://www.scriptslug.com/script/close-encounters-of-the-third-kind-1977,https://assets.scriptslug.com/live/pdf/scripts/close-encounters-of-the-third-kind-1977.pdf?v=1729114887
Cloud Atlas,https://www.scriptslug.com/script/cloud-atlas-2012,https://assets.scriptslug.com/live/pdf/scripts/cloud-atlas-2012.pdf?v=1729114887
Cloverfield,https://www.scriptslug.com/script/cloverfield-2008,https://assets.scriptslug.com/live/pdf/scripts/cloverfield-2008.pdf?v=1729114887
Clue,https://www.scriptslug.com/script/clue-1985,https://assets.scriptslug.com/live/pdf/scripts/clue-1985.pdf?v=1729114887
C'mon C'mon,https://www.scriptslug.com/script/cmon-cmon-2021,https://assets.scriptslug.com/live/pdf/scripts/cmon-cmon-2021.pdf?v=1729114887
Coco,https://www.scriptslug.com/script/coco-2017,https://assets.scriptslug.com/live/pdf/scripts/coco-2017.pdf?v=1729114888
Cocoon,https://www.scriptslug.com/script/cocoon-1985,https://assets.scriptslug.com/live/pdf/scripts/cocoon-1985.pdf?v=1729114888
CODA,https://www.scriptslug.com/script/coda-2021,https://assets.scriptslug.com/live/pdf/scripts/coda-2021.pdf?v=1729114888
Cold Mountain,https://www.scriptslug.com/script/cold-mountain-2003,https://assets.scriptslug.com/live/pdf/scripts/cold-mountain-2003.pdf?v=1729114888
Colette,https://www.scriptslug.com/script/colette-2018,https://assets.scriptslug.com/live/pdf/scripts/colette-2018.pdf?v=1729114888
Collateral,https://www.scriptslug.com/script/collateral-2004,https://assets.scriptslug.com/live/pdf/scripts/collateral-2004.pdf?v=1729114888
Color of Night,https://www.scriptslug.com/script/color-of-night-1994,https://assets.scriptslug.com/live/pdf/scripts/color-of-night-1994.pdf?v=1729114888
The Color Purple,https://www.scriptslug.com/script/the-color-purple-1985,https://assets.scriptslug.com/live/pdf/scripts/the-color-purple-1985.pdf?v=1729115011
The Color Purple,https://www.scriptslug.com/script/the-color-purple-2023,https://assets.scriptslug.com/live/pdf/scripts/the-color-purple-2023.pdf?v=1729115011
Come to Daddy,https://www.scriptslug.com/script/come-to-daddy-2019,https://assets.scriptslug.com/live/pdf/scripts/come-to-daddy-2020.pdf?v=1729114889
The Comedian,https://www.scriptslug.com/script/the-comedian-2016,https://assets.scriptslug.com/live/pdf/scripts/the-comedian-2016.pdf?v=1729115011
Coming Home,https://www.scriptslug.com/script/coming-home-1978,https://assets.scriptslug.com/live/pdf/scripts/coming-home-1978.pdf?v=1729114889
Coming to America,https://www.scriptslug.com/script/coming-to-america-1988,https://assets.scriptslug.com/live/pdf/scripts/coming-to-america-1988.pdf?v=1729114889
Commando,https://www.scriptslug.com/script/commando-1985,https://assets.scriptslug.com/live/pdf/scripts/commando-1985.pdf?v=1729114889
A Complete Unknown,https://www.scriptslug.com/script/a-complete-unknown-2024,https://assets.scriptslug.com/live/pdf/scripts/a-complete-unknown-2024.pdf?v=1738463523
Con Air,https://www.scriptslug.com/script/con-air-1997,https://assets.scriptslug.com/live/pdf/scripts/con-air-1997.pdf?v=1729114889
Conclave,https://www.scriptslug.com/script/conclave-2024,https://assets.scriptslug.com/live/pdf/scripts/conclave-2024.pdf?v=1738463617
Coneheads,https://www.scriptslug.com/script/coneheads-1993,https://assets.scriptslug.com/live/pdf/scripts/conheads-1993.pdf?v=1729114890
The Conjuring,https://www.scriptslug.com/script/the-conjuring-2013,https://assets.scriptslug.com/live/pdf/scripts/the-conjuring-2013.pdf?v=1729115012
Constantine,https://www.scriptslug.com/script/constantine-2005,https://assets.scriptslug.com/live/pdf/scripts/constantine-2005.pdf?v=1729114890
Contact,https://www.scriptslug.com/script/contact-1997,https://assets.scriptslug.com/live/pdf/scripts/contact-1997.pdf?v=1729114890
Contagion,https://www.scriptslug.com/script/contagion-2011,https://assets.scriptslug.com/live/pdf/scripts/contagion-2011.pdf?v=1729114890
The Conversation,https://www.scriptslug.com/script/the-conversation-1974,https://assets.scriptslug.com/live/pdf/scripts/the-conversation-1974.pdf?v=1729115012
Cool Hand Luke,https://www.scriptslug.com/script/cool-hand-luke-1967,https://assets.scriptslug.com/live/pdf/scripts/cool-hand-luke-1967.pdf?v=1729114890
Cool Runnings,https://www.scriptslug.com/script/cool-runnings-1993,https://assets.scriptslug.com/live/pdf/scripts/cool-runnings-1993.pdf?v=1729114890
Copycat,https://www.scriptslug.com/script/copycat-1995,https://assets.scriptslug.com/live/pdf/scripts/copycat-1995.pdf?v=1729114890
