name,pacal_case_name,movie_name,movie_url,movie_url_extension,pacal_case_movie_name,_merge,name_error,error,pacal_case_name_error
Rise of the Planet of the Apes,riseoftheplanetoftheapes,,,,,left_only,,,
RKO 281,rko281,RKO 281,https://www.dailyscript.com/scripts/RKO218.html,html,rko281,both,,,
Robin Hood: Prince of Thieves,robinhoodprinceofthieves,,,,,left_only,,,
Robocop,robocop,,,,,left_only,Robocop,HTML len = 0 : no content scrapped,robocop
RocknRolla,rocknrolla,RocknRolla,https://www.dailyscript.com/scripts/RockNRolla_Script.pdf,pdf,rocknrolla,both,,,
Rocky,rocky,Rocky,https://www.dailyscript.com/scripts/rocky.html,html,rocky,both,,,
Romeo & Juliet,romeo&juliet,,,,,left_only,Romeo & Juliet,HTML len = 0 : no content scrapped,romeo&juliet
Ronin,ronin,Ronin,https://www.dailyscript.com/scripts/ronin_early.html,html,ronin,both,,,
Room,room,Room,https://www.dailyscript.com/scripts/room_script.pdf,pdf,room,both,,,
Rosetta,rosetta,,,,,left_only,,,
Roughshod,roughshod,Roughshod,https://www.dailyscript.com/scripts/Roughshod.txt,txt,roughshod,both,,,
Runaway Bride,runawaybride,,,,,left_only,,,
Rush,rush,Rush,https://www.dailyscript.com/scripts/RUSH[2013]-PETER%20MORGAN.pdf,pdf,rush,both,,,
Rush Hour,rushhour,Rush Hour,https://www.dailyscript.com/scripts/rush_hour.html,html,rushhour,both,,,
Rush Hour 2,rushhour2,Rush Hour 2,https://www.dailyscript.com/scripts/rush_hour_2.html,html,rushhour2,both,,,
Rushmore,rushmore,Rushmore,https://www.dailyscript.com/scripts/rushmore.html,html,rushmore,both,,,
Rust and Bone,rustandbone,,,,,left_only,,,
Rustin,rustin,,,,,left_only,,,
Saturday Night,saturdaynight,,,,,left_only,,,
Save the Last Dance,savethelastdance,Save the Last Dance,https://www.dailyscript.com/scripts/Save_the_Last_Dance.pdf,pdf,savethelastdance,both,,,
Saving Mr. Banks,savingmrbanks,,,,,left_only,,,
Saving Private Ryan,savingprivateryan,Saving Private Ryan,https://www.dailyscript.com/scripts/Saving%20Private%20Ryan.txt,txt,savingprivateryan,both,,,
Saw,saw,,,,,left_only,,,
Saw IV,saw4,,,,,left_only,,,
Scarface,scarface,Scarface,https://www.dailyscript.com/scripts/Scarfacefinal.PDF,pdf,scarface,both,,,
Scary Movie 2,scarymovie2,Scary Movie 2,https://www.dailyscript.com/scripts/ScaryMovie2.htm,htm,scarymovie2,both,Scary Movie 2,HTML len = 0 : no content scrapped,scarymovie2
Schindler's List,schindlerslist,Schindler's List,https://www.dailyscript.com/scripts/Schindler's%20List.txt,txt,schindlerslist,both,,,
Scott Pilgrim vs the World,scottpilgrimvstheworld,,,,,left_only,,,
Scream,scream,Scream,https://www.dailyscript.com/scripts/Scream.txt,txt,scream,both,,,
Scream 2,scream2,,,,,left_only,,,
Scream 3,scream3,Scream 3,https://www.dailyscript.com/scripts/Scream3.doc,doc,scream3,both,,,
Scream 4,scream4,,,,,left_only,,,
S. Darko,sdarko,,,,,left_only,,,
Se7en,se7en,,,,,left_only,,,
Semi-Pro,semipro,Semi Pro,https://www.dailyscript.com/scripts/semipro.pdf,pdf,semipro,both,,,
Sense and Sensibility,senseandsensibility,Sense And Sensibility,https://www.dailyscript.com/scripts/Sense%20And%20Sensibility.txt,txt,senseandsensibility,both,,,
Serenity,serenity,,,,,left_only,,,
Serial Mom,serialmom,Serial Mom,https://www.dailyscript.com/scripts/serial-mom.html,html,serialmom,both,,,
Sex and the City,sexandthecity,,,,,left_only,,,
"Sex, Lies and Videotape",sexliesandvideotape,"Sex, Lies, And Videotape",https://www.dailyscript.com/scripts/Sex+Lies+And+Videotape.txt,txt,sexliesandvideotape,both,,,
Sexual Life,sexuallife,Sexual Life,https://www.dailyscript.com/scripts/Sexual_Life.doc,doc,sexuallife,both,,,
Shadow of the Vampire,shadowofthevampire,Shadow of the Vampire,https://www.dailyscript.com/scripts/Shadow_of_the_Vampire.pdf,pdf,shadowofthevampire,both,Shadow of the Vampire,HTML len = 0 : no content scrapped,shadowofthevampire
Shakespeare in Love,shakespeareinlove,Shakespeare in Love,https://www.dailyscript.com/scripts/Shakespeare%20In%20Love.txt,txt,shakespeareinlove,both,,,
Shallow Grave,shallowgrave,,,,,left_only,,,
Shame,shame,,,,,left_only,,,
Shampoo,shampoo,Shampoo,https://www.dailyscript.com/scripts/shampoo.html,html,shampoo,both,,,
Sherlock Holmes,sherlockholmes,,,,,left_only,,,
She's Out of My League,shesoutofmyleague,,,,,left_only,,,
Shifty,shifty,,,,,left_only,,,
Shivers,shivers,Shivers,https://www.dailyscript.com/scripts/Shivers.txt,txt,shivers,both,,,
Shrek,shrek,,,,,left_only,,,
Shrek the Third,shrekthethird,,,,,left_only,,,
Sicario,sicario,,,,,left_only,,,
Sideways,sideways,Sideways,https://www.dailyscript.com/scripts/Sideways.txt,txt,sideways,both,,,
Signs,signs,Signs,https://www.dailyscript.com/scripts/Signs.txt,txt,signs,both,,,
Silence of the Lambs,silenceofthelambs,,,,,left_only,,,
Silent Grace,silentgrace,,,,,left_only,,,
Silver Bullet,silverbullet,Silver Bullet,https://www.dailyscript.com/scripts/silverbullet.html,html,silverbullet,both,,,
Silver Linings Playbook,silverliningsplaybook,,,,,left_only,,,
Simone,simone,Simone,https://www.dailyscript.com/scripts/Simone_Andrew_Niccol.html,html,simone,both,,,
Single White Female,singlewhitefemale,,,,,left_only,,,
Sing Sing,singsing,,,,,left_only,,,
Sister Act,sisteract,,,,,left_only,,,
Six Degrees of Separation,sixdegreesofseparation,,,,,left_only,,,
Sleepless in Seattle,sleeplessinseattle,,,,,left_only,,,
Sleepy Hollow,sleepyhollow,Sleepy Hollow,https://www.dailyscript.com/scripts/sleepy-hollow_early.html,html,sleepyhollow,both,,,
Sling Blade,slingblade,Sling Blade,https://www.dailyscript.com/scripts/Sling%20Blade.txt,txt,slingblade,both,,,
Slither,slither,SliTHER,https://www.dailyscript.com/scripts/SliTHER.html,html,slither,both,,,
Slumdog Millionaire,slumdogmillionaire,Slumdog Millionaire,https://www.dailyscript.com/scripts/slumdog-millionaire-simon-beaufoy.pdf,pdf,slumdogmillionaire,both,,,
Smashed,smashed,,,,,left_only,,,
Smokin' Aces,smokinaces,Smokin' Aces,https://www.dailyscript.com/scripts/Smokin'+Aces.txt,txt,smokinaces,both,,,
Snatch,snatch,Snatch,https://www.dailyscript.com/scripts/snatch.pdf,pdf,snatch,both,,,
Sneakers,sneakers,,,,,left_only,Sneakers,HTML len = 0 : no content scrapped,sneakers
Snow Falling On Cedars,snowfallingoncedars,Snow Falling On Cedars,https://www.dailyscript.com/scripts/snow-falling_early.html,html,snowfallingoncedars,both,,,
Snow White and the Huntsman,snowwhiteandthehuntsman,Snow White and the Huntsman,https://www.dailyscript.com/scripts/swath_screenplay.pdf,pdf,snowwhiteandthehuntsman,both,,,
So I Married an Axe Murderer,soimarriedanaxemurderer,So I Married An Axe Murderer,https://www.dailyscript.com/scripts/So%20I%20Married%20An%20Axe%20Murderer.txt,txt,soimarriedanaxemurderer,both,,,
Solaris,solaris,Solaris,https://www.dailyscript.com/scripts/Solaris.txt,txt,solaris,both,,,
Soldier,soldier,Soldier,https://www.dailyscript.com/scripts/soldier.html,html,soldier,both,,,
Someone To Watch Over Me,someonetowatchoverme,,,,,left_only,,,
Something's Gotta Give,somethingsgottagive,Something's Gotta Give,https://www.dailyscript.com/scripts/SomethingsGottaGive.pdf,pdf,somethingsgottagive,both,,,
Source Code,sourcecode,,,,,left_only,,,
South Park,southpark,,,,,left_only,,,
Space Milkshake,spacemilkshake,,,,,left_only,,,
Spanglish,spanglish,Spanglish,https://www.dailyscript.com/scripts/spanish.pdf,pdf,spanglish,both,,,
Spare Me,spareme,Spare Me,https://www.dailyscript.com/scripts/spareme.html,html,spareme,both,,,
Spartan,spartan,Spartan,https://www.dailyscript.com/scripts/spartan.pdf,pdf,spartan,both,,,
Speed,speed,Speed,https://www.dailyscript.com/scripts/Speed.pdf,pdf,speed,both,Speed,HTML len = 0 : no content scrapped,speed
Speed Racer,speedracer,,,,,left_only,,,
Sphere,sphere,Sphere,https://www.dailyscript.com/scripts/sphere_early.html,html,sphere,both,,,
Spider-Man,spiderman,Spider-Man,https://www.dailyscript.com/scripts/spider_man_cohen_newson_cameron_8_4_93draft.html,html,spiderman,both,,,
Spider-Man,spiderman,Spider-man,https://www.dailyscript.com/scripts/Spider-Man%20(Unproduced).txt,txt,spiderman,both,,,
Spider-Man: Across the Spider-Verse,spidermanacrossthespiderverse,,,,,left_only,,,
Starman,starman,Starman,https://www.dailyscript.com/scripts/Starman.txt,txt,starman,both,,,
Starship Troopers,starshiptroopers,,,,,left_only,,,
Star Trek,startrek,,,,,left_only,,,
Star Trek II: The Wrath of Khan,startrek2thewrathofkhan,,,,,left_only,,,
Star Trek: First Contact,startrekfirstcontact,,,,,left_only,,,
Star Trek: Generations,startrekgenerations,,,,,left_only,,,
Star Trek: Nemesis,startreknemesis,,,,,left_only,,,
Star Trek: The Motion Picture,startrekthemotionpicture,,,,,left_only,,,
Star Wars: A New Hope,starwarsanewhope,,,,,left_only,,,
Star Wars: Attack of the Clones,starwarsattackoftheclones,,,,,left_only,,,
Star Wars: Return of the Jedi,starwarsreturnofthejedi,,,,,left_only,,,
Star Wars: Revenge of the Sith,starwarsrevengeofthesith,,,,,left_only,,,
Star Wars: The Empire Strikes Back,starwarstheempirestrikesback,,,,,left_only,,,
Star Wars: The Force Awakens,starwarstheforceawakens,,,,,left_only,,,
Star Wars: The Phantom Menace,starwarsthephantommenace,,,,,left_only,,,
State and Main,stateandmain,State and Main,https://www.dailyscript.com/scripts/stateandmain.html,html,stateandmain,both,,,
State and Main,stateandmain,State And Main,https://www.dailyscript.com/scripts/State+And+Main.txt,txt,stateandmain,both,,,
Station West,stationwest,Station West,https://www.dailyscript.com/scripts/Station%20West.txt,txt,stationwest,both,,,
St. Elmo's Fire,stelmosfire,,,,,left_only,,,
Stepmom,stepmom,Stepmom,https://www.dailyscript.com/scripts/stepmom.html,html,stepmom,both,,,
Stir of Echoes,stirofechoes,,,,,left_only,,,
Storytelling,storytelling,Storytelling,https://www.dailyscript.com/scripts/storytelling.html,html,storytelling,both,,,
Straight Outta Compton,straightouttacompton,,,,,left_only,,,
Strange Days,strangedays,,,,,left_only,,,
Strangers on a Train,strangersonatrain,Strangers on a Train,https://www.dailyscript.com/scripts/Strangers_On_A_Train.pdf,pdf,strangersonatrain,both,,,
Sugar,sugar,,,,,left_only,,,
Sugar and Spice,sugarandspice,Sugar and Spice,https://www.dailyscript.com/scripts/sugarandspice.html,html,sugarandspice,both,,,
Sunset Blvd.,sunsetblvd,Sunset Blvd.,https://www.dailyscript.com/scripts/sunset_bld_3_21_49.html,html,sunsetblvd,both,,,
Sunshine Cleaning,sunshinecleaning,,,,,left_only,,,
Super 8,super8,,,,,left_only,,,
Superbad,superbad,,,,,left_only,,,
Superfights,superfights,SuperFights,https://www.dailyscript.com/scripts/SuperFights.pdf,pdf,superfights,both,Superfights,HTML len = 0 : no content scrapped,superfights
Supergirl,supergirl,,,,,left_only,,,
Surrogates,surrogates,,,,,left_only,,,
Suspect Zero,suspectzero,Suspect Zero,https://www.dailyscript.com/scripts/Suspect%20Zero%20(Unproduced).txt,txt,suspectzero,both,,,
Sweeney Todd: The Demon Barber of Fleet Street,sweeneytoddthedemonbarberoffleetstreet,,,,,left_only,,,
Sweet Smell of Success,sweetsmellofsuccess,Sweet Smell of Success,https://www.dailyscript.com/scripts/sweetsmell.html,html,sweetsmellofsuccess,both,,,
Swingers,swingers,Swingers,https://www.dailyscript.com/scripts/Swingers.html,html,swingers,both,,,
Swordfish,swordfish,Swordfish,https://www.dailyscript.com/scripts/swordfish.pdf,pdf,swordfish,both,,,
"Synecdoche, New York",synecdochenewyork,,,,,left_only,,,
Syriana,syriana,,,,,left_only,,,
Take Shelter,takeshelter,,,,,left_only,,,
Taking Lives,takinglives,Taking Lives,https://www.dailyscript.com/scripts/taking_lives.pdf,pdf,takinglives,both,,,
Taking Sides,takingsides,Taking Sides,https://www.dailyscript.com/scripts/takingsides.html,html,takingsides,both,,,
Tall in the Saddle,tallinthesaddle,Tall In The Saddle,https://www.dailyscript.com/scripts/Tall%20In%20The%20Saddle.txt,txt,tallinthesaddle,both,,,
Tamara Drewe,tamaradrewe,,,,,left_only,,,
Taxi Driver,taxidriver,Taxi Driver,https://www.dailyscript.com/scripts/taxidriver.html,html,taxidriver,both,,,
Ted,ted,,,,,left_only,,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,teenagemutantninjaturtlesmutantmayhem,,,,,left_only,,,
Tenet,tenet,,,,,left_only,,,
Terminator,terminator,Terminator,https://www.dailyscript.com/scripts/Terminator_5th-Draft.txt,txt,terminator,both,,,
Terminator 2: Judgement Day,terminator2judgementday,,,,,left_only,,,
Terminator Salvation,terminatorsalvation,,,,,left_only,,,
The Abyss,theabyss,The Abyss,https://www.dailyscript.com/scripts/abyss.html,html,theabyss,both,,,
The Addams Family,theaddamsfamily,The Addams Family,https://www.dailyscript.com/scripts/the_addams_family.pdf,pdf,theaddamsfamily,both,,,
The Adjustment Bureau,theadjustmentbureau,,,,,left_only,,,
The Adventures of Buckaroo Banzai Across the Eighth Dimension,theadventuresofbuckaroobanzaiacrosstheeighthdimension,,,,,left_only,,,
The American,theamerican,,,,,left_only,,,
The American President,theamericanpresident,The American President,https://www.dailyscript.com/scripts/american_president.html,html,theamericanpresident,both,,,
The Amityville Asylum,theamityvilleasylum,,,,,left_only,,,
The Anniversary Party,theanniversaryparty,The Anniversary Party,https://www.dailyscript.com/scripts/anniversaryparty.html,html,theanniversaryparty,both,,,
The Apartment,theapartment,The Apartment,https://www.dailyscript.com/scripts/apartment.html,html,theapartment,both,,,
The Artist,theartist,,,,,left_only,,,
The Assignment,theassignment,The Assignment,"https://www.dailyscript.com/scripts/Assignment,%20The.txt",txt,theassignment,both,,,
The Avengers,theavengers,The Avengers,https://www.dailyscript.com/scripts/Avengers.html,html,theavengers,both,,,
The Bachelor Party,thebachelorparty,,,,,left_only,,,
The Back-up Plan,thebackupplan,,,,,left_only,,,
The Battle of Algiers,thebattleofalgiers,The Battle of Algiers,https://www.dailyscript.com/scripts/boa.html,html,thebattleofalgiers,both,,,
The Battle of Shaker Heights,thebattleofshakerheights,The Battle of Shaker Heights,"https://www.dailyscript.com/scripts/Battle%20Of%20Shaker%20Heights,%20The.txt",txt,thebattleofshakerheights,both,,,
The Beach,thebeach,,,,,left_only,,,
The Beekeeper,thebeekeeper,,,,,left_only,,,
The Believer,thebeliever,The Believer,https://www.dailyscript.com/scripts/thebeliever.html,html,thebeliever,both,,,
The Best Exotic Marigold Hotel,thebestexoticmarigoldhotel,,,,,left_only,,,
The Big Blue,thebigblue,The Big Blue,https://www.dailyscript.com/scripts/thebigblue.html,html,thebigblue,both,,,
The Big Lebowski,thebiglebowski,The Big Lebowski,"https://www.dailyscript.com/scripts/Big%20Lebowski,%20The.txt",txt,thebiglebowski,both,,,
The Big Sick,thebigsick,The Big Sick,https://www.dailyscript.com/scripts/BIG-SICK_final-script_for-academy.pdf,pdf,thebigsick,both,,,
The Big White,thebigwhite,,,,,left_only,,,
The Birds,thebirds,The Birds,"https://www.dailyscript.com/scripts/Birds,%20The.txt",txt,thebirds,both,,,
The Black Dahlia,theblackdahlia,The Black Dahlia,https://www.dailyscript.com/scripts/Black%20Dahlia.pdf,pdf,theblackdahlia,both,,,
The Blast from the Past,theblastfromthepast,The Blast from the Past,https://www.dailyscript.com/scripts/Blast-from-the-Past.htm,htm,theblastfromthepast,both,,,
The Blind Side,theblindside,,,,,left_only,,,
The Bling Ring,theblingring,,,,,left_only,,,
The Blues Brothers,thebluesbrothers,The Blues Brothers,https://www.dailyscript.com/scripts/bluesbrothers_script.pdf,pdf,thebluesbrothers,both,The Blues Brothers,HTML len = 0 : no content scrapped,thebluesbrothers
The Book of Eli,thebookofeli,,,,,left_only,,,
The Boondock Saints,theboondocksaints,The Boondock Saints,"https://www.dailyscript.com/scripts/Boondock%20Saints,%20The.txt",txt,theboondocksaints,both,,,
The Bounty Hunter,thebountyhunter,,,,,left_only,,,
The Bourne Identity,thebourneidentity,The Bourne Identity,https://www.dailyscript.com/scripts/bourneidentity.html,html,thebourneidentity,both,,,
The Bourne Supremacy,thebournesupremacy,The Bourne Supremacy,https://www.dailyscript.com/scripts/bournesupremacy.pdf,pdf,thebournesupremacy,both,,,
The Bourne Ultimatum,thebourneultimatum,The Bourne Ultimatum,https://www.dailyscript.com/scripts/Bourne-Ultimatum.pdf,pdf,thebourneultimatum,both,,,
The Box,thebox,,,,,left_only,,,
The Boxtrolls,theboxtrolls,The Boxtrolls,https://www.dailyscript.com/scripts/boxtrolls-screenplay.pdf,pdf,theboxtrolls,both,,,
The Breakfast Club,thebreakfastclub,The Breakfast Club,https://www.dailyscript.com/scripts/Breakfast_Club.pdf,pdf,thebreakfastclub,both,,,
The Brothers Bloom,thebrothersbloom,,,,,left_only,,,
The Brutalist,thebrutalist,,,,,left_only,,,
The Butterfly Effect,thebutterflyeffect,The Butterfly Effect,"https://www.dailyscript.com/scripts/Butterfly+Effect,+The.txt",txt,thebutterflyeffect,both,,,
The Cell,thecell,The Cell,https://www.dailyscript.com/scripts/the_cell.html,html,thecell,both,,,
The Change-Up,thechangeup,,,,,left_only,,,
The Cider House Rules,theciderhouserules,The Cider House Rules,"https://www.dailyscript.com/scripts/Cider%20House%20Rules,%20The.txt",txt,theciderhouserules,both,,,
The Cincinnati Kid,thecincinnatikid,The Cincinnati Kid,"https://www.dailyscript.com/scripts/Cincinnati%20Kid,%20The.txt",txt,thecincinnatikid,both,,,
The Color Purple,thecolorpurple,,,,,left_only,,,
The Cooler,thecooler,The Cooler,"https://www.dailyscript.com/scripts/Cooler,%20The.txt",txt,thecooler,both,,,
The Croods,thecroods,,,,,left_only,,,
The Crow,thecrow,The Crow,https://www.dailyscript.com/scripts/the_crow.html,html,thecrow,both,,,
The Crow: City of Angels,thecrowcityofangels,,,,,left_only,,,
The Crow Salvation,thecrowsalvation,The Crow Salvation,https://www.dailyscript.com/scripts/TheCrowSalvation.htm,htm,thecrowsalvation,both,,,
The Curious Case of Benjamin Button,thecuriouscaseofbenjaminbutton,,,,,left_only,,,
The Damned United,thedamnedunited,,,,,left_only,,,
The Danish Girl,thedanishgirl,,,,,left_only,,,
The Dark Knight,thedarkknight,,,,,left_only,The Dark Knight,"Webstatus : 404
",thedarkknight
The Dark Knight Rises,thedarkknightrises,,,,,left_only,,,
The Day the Clown Cried,thedaytheclowncried,The Day the Clown Cried,"https://www.dailyscript.com/scripts/Day%20The%20Clown%20Cried,%20The.txt",txt,thedaytheclowncried,both,,,
The Day the Earth Stood Still,thedaytheearthstoodstill,The Day The Earth Stood Still,"https://www.dailyscript.com/scripts/Day%20The%20Earth%20Stood%20Still,%20The.txt",txt,thedaytheearthstoodstill,both,,,
The Debt,thedebt,,,,,left_only,,,
The Deer Hunter,thedeerhunter,The Deer Hunter,https://www.dailyscript.com/scripts/deer_hunter.html,html,thedeerhunter,both,,,
The Departed,thedeparted,The Departed,https://www.dailyscript.com/scripts/departed.pdf,pdf,thedeparted,both,,,
The Descendants,thedescendants,,,,,left_only,,,
The Devil Wears Prada,thedevilwearsprada,The Devil Wears Prada,https://www.dailyscript.com/scripts/devil_wears_prada.pdf,pdf,thedevilwearsprada,both,,,
The Distinguished Gentleman,thedistinguishedgentleman,The Distinguished Gentleman,https://www.dailyscript.com/scripts/Distinguished_Gentleman.pdf,pdf,thedistinguishedgentleman,both,,,
The Doors,thedoors,The Doors,"https://www.dailyscript.com/scripts/Doors,%20The.txt",txt,thedoors,both,,,
The Elephant Man,theelephantman,The Elephant Man,"https://www.dailyscript.com/scripts/Elephant+Man,+The.txt",txt,theelephantman,both,,,
The English Patient,theenglishpatient,The English Patient,https://www.dailyscript.com/scripts/englishpatient.html,html,theenglishpatient,both,,,
The Fabulous Baker Boys,thefabulousbakerboys,The Fabulous Baker Boys,https://www.dailyscript.com/scripts/fabulous_baker_boys_april_1985.html,html,thefabulousbakerboys,both,,,
The Family Man,thefamilyman,The Family Man,https://www.dailyscript.com/scripts/familyman.html,html,thefamilyman,both,,,
The Fault in Our Stars,thefaultinourstars,The Fault in our Stars,https://www.dailyscript.com/scripts/TFIOS_Final_Shooting_Script.pdf,pdf,thefaultinourstars,both,,,
The Fifth Element,thefifthelement,,,,,left_only,,,
The Fighter,thefighter,,,,,left_only,,,
The Flintstones,theflintstones,The Flintstones,https://www.dailyscript.com/scripts/The_Flintstones.pdf,pdf,theflintstones,both,,,
The French Connection,thefrenchconnection,The French Connection,https://www.dailyscript.com/scripts/frenchconnection.html,html,thefrenchconnection,both,,,
The Fugitive,thefugitive,The Fugitive,https://www.dailyscript.com/scripts/Fugitive_EARLY.pdf,pdf,thefugitive,both,,,
The Fugitive,thefugitive,The Fugitive ,https://www.dailyscript.com/scripts/fugitive.html,html,thefugitive,both,,,
The Game,thegame,The Game,https://www.dailyscript.com/scripts/the-game_shooting.html,html,thegame,both,,,
The Getaway,thegetaway,The Getaway,https://www.dailyscript.com/scripts/getaway.html,html,thegetaway,both,,,
The Ghost and the Darkness,theghostandthedarkness,The Ghost and the Darkness,"https://www.dailyscript.com/scripts/Ghost%20And%20The%20Darkness,%20The.txt",txt,theghostandthedarkness,both,,,
The Girl with the Dragon Tattoo,thegirlwiththedragontattoo,,,,,left_only,,,
The Godfather Part III,thegodfatherpart2i,,,,,left_only,,,
The Good Girl,thegoodgirl,,,,,left_only,,,
The Graduate,thegraduate,The Graduate,https://www.dailyscript.com/scripts/the_graduate.html,html,thegraduate,both,,,
The Grapes of Wrath,thegrapesofwrath,The Grapes of Wrath,"https://www.dailyscript.com/scripts/Grapes%20Of%20Wrath,%20The.txt",txt,thegrapesofwrath,both,,,
The Great Gatsby,thegreatgatsby,,,,,left_only,,,
The Green Mile,thegreenmile,,,,,left_only,,,
The Grifters,thegrifters,The Grifters,https://www.dailyscript.com/scripts/Grifters_Westlake.html,html,thegrifters,both,,,
The Grudge,thegrudge,The Grudge,"https://www.dailyscript.com/scripts/GRUDGE,THE-2004.01.26-DOUBLE-BLUE.pdf",pdf,thegrudge,both,,,
The Hangover,thehangover,,,,,left_only,,,
The Haunting,thehaunting,The Haunting,https://www.dailyscript.com/scripts/the-haunting_production.html,html,thehaunting,both,,,
The Hebrew Hammer,thehebrewhammer,The Hebrew Hammer,https://www.dailyscript.com/scripts/thehebrewhammer.html,html,thehebrewhammer,both,,,
The Help,thehelp,The Help,https://www.dailyscript.com/scripts/the_help.pdf,pdf,thehelp,both,,,
The Hills Have Eyes,thehillshaveeyes,,,,,left_only,,,
The Hitchhiker's Guide to the Galaxy,thehitchhikersguidetothegalaxy,,,,,left_only,,,
The Holdovers,theholdovers,,,,,left_only,,,
The Horse Whisperer,thehorsewhisperer,,,,,left_only,,,
The Hospital,thehospital,The Hospital,"https://www.dailyscript.com/scripts/Hospital,%20The.txt",txt,thehospital,both,,,
The Hudsucker Proxy,thehudsuckerproxy,The Hudsucker Proxy,"https://www.dailyscript.com/scripts/Hudsucker%20Proxy,%20The.txt",txt,thehudsuckerproxy,both,,,
The Hunt for Red October,thehuntforredoctober,The Hunt For Red October,https://www.dailyscript.com/scripts/thehuntforredoctober.pdf,pdf,thehuntforredoctober,both,,,
The Hurt Locker,thehurtlocker,The Hurt Locker,https://www.dailyscript.com/scripts/hurtlocker_script.pdf,pdf,thehurtlocker,both,,,
The Ice Storm,theicestorm,The Ice Storm,https://www.dailyscript.com/scripts/icestorm.html,html,theicestorm,both,,,
The Ides of March,theidesofmarch,,,,,left_only,,,
The Imaginarium of Doctor Parnassus,theimaginariumofdoctorparnassus,,,,,left_only,,,
The Incredibles,theincredibles,,,,,left_only,,,
The Informant,theinformant,,,,,left_only,,,
The Insider,theinsider,The Insider,https://www.dailyscript.com/scripts/the-insider_shooting.html,html,theinsider,both,,,
The Invention of Lying,theinventionoflying,,,,,left_only,,,
The Iron Claw,theironclaw,,,,,left_only,,,
The Iron Lady,theironlady,,,,,left_only,,,
The Island,theisland,The Island,https://www.dailyscript.com/scripts/theisland.pdf,pdf,theisland,both,,,
The Italian Job,theitalianjob,The Italian Job,https://www.dailyscript.com/scripts/italianjob.pdf,pdf,theitalianjob,both,,,
The Jacket,thejacket,The Jacket,https://www.dailyscript.com/scripts/The_Jacket.html,html,thejacket,both,,,
The Kids Are All Right,thekidsareallright,,,,,left_only,,,
The Killer,thekiller,,,,,left_only,,,
The Kingdom,thekingdom,The Kingdom ,https://www.dailyscript.com/scripts/kingdom.pdf,pdf,thekingdom,both,,,
The King of Comedy,thekingofcomedy,,,,,left_only,,,
The King's Speech,thekingsspeech,,,,,left_only,,,
The Ladykillers,theladykillers,The Ladykillers,"https://www.dailyscript.com/scripts/Ladykillers,%20The%20(2004).txt",txt,theladykillers,both,,,
The Last Boy Scout,thelastboyscout,The Last Boy Scout,https://www.dailyscript.com/scripts/the_last_boy_scout.pdf,pdf,thelastboyscout,both,,,
The Last Flight,thelastflight,,,,,left_only,,,
The Last of the Mohicans,thelastofthemohicans,,,,,left_only,,,
The Last Samurai,thelastsamurai,The Last Samurai,https://www.dailyscript.com/scripts/The_Last_Samurai.pdf,pdf,thelastsamurai,both,,,
The Last Station,thelaststation,,,,,left_only,,,
